Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Mean,Bwd Pkt Len Mean,Flow Byt/s,Flow Pkts/s,Pkt Len Mean,Pkt Len Std,SYN Flag Cnt,ACK Flag Cnt,FIN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,URG Flag Cnt,Label
-0.81435776,-0.017966893,1.4569533,5.745204,-0.90873367,-0.24296026,2.9263046,-0.12089772,-5.522678,-1.1313109,-0.31680784,0.26195434,0.21173097,2.5941844,-2.3657548,-0.42503333,0.79387814,-0.7199049,0
0.5769516,-0.017966893,0.48423266,5.7762322,1.7950189,-0.14628164,1.9796698,0.96634644,-4.609426,-0.43274486,-1.248885,0.9203757,0.15291977,1.1705166,-0.33099887,1.5846016,2.1247485,-0.5956383,0
-0.5057745,-0.017966893,-0.7991042,-2.7398438,-2.3158467,0.15276341,-1.3676403,0.012134655,-1.1455512,1.6096365,1.3188853,-0.6062457,-1.2330573,-1.3008909,-0.07426259,0.40085486,0.50680256,0.514898,1
-2.0444767,-0.017966893,-7.1458664,-11.927994,-2.1860266,3.5388694,2.641753,0.3037026,-0.35060886,2.2263865,5.1519346,-0.3716118,0.7845266,-1.351984,0.59641606,-4.3480787,-2.0608804,-0.9277848,0
-0.7846038,-0.017966893,0.28247303,-2.269289,0.91888994,1.7220453,-2.945388,-0.36121994,1.340359,-0.49969187,2.171387,0.51479656,0.34492546,-1.3331804,5.169784,2.0519466,2.000464,-0.31266755,0
-4.8471184,-0.017966893,5.265079,-11.85756,2.7283204,-2.9153273,-1.418259,-0.16888031,-2.258213,0.97172356,1.2091883,1.2265861,-1.6648364,0.38782394,-1.7121264,-0.3740009,4.4161377,1.5270848,1
-1.3803929,-0.017966893,-3.504434,-7.419593,-5.1583166,3.7890627,2.6761336,0.77259666,3.559811,1.5300161,1.3664875,0.35911933,-1.2387615,-2.6042593,1.3464159,-1.9962173,-0.3943018,-2.522989,0
1.4220614,-0.017966893,3.1064768,10.459885,3.0913541,1.7735236,1.7780616,0.36971378,-2.152995,-0.359354,-2.9032867,-0.67033786,0.21568894,-1.2305968,-1.7864214,4.332053,1.003355,-2.1119738,0
-4.280903,-0.017966893,-4.9680986,-14.302996,-0.18688124,4.6793146,1.2700473,1.0443168,1.1791556,1.9107214,3.6241338,0.009227282,-1.5475079,1.143268,-0.0632414,-5.194217,0.72448266,0.36533603,0
-4.2003727,-0.017966893,-1.0038875,-4.548138,-1.2472926,1.5868,1.3379977,1.7431997,3.7196178,-0.00843599,-1.0242796,-0.100970216,0.62727064,-2.0689137,3.209356,-0.6474238,0.9083447,-2.1237278,0
1.196229,-0.017966893,-0.7862035,0.82832736,0.4753643,-0.20887524,0.34664547,0.14339244,-6.2567477,2.4188507,2.3863535,0.4103007,0.51013505,2.0650272,0.2911998,0.42848444,-2.1288843,-1.3462114,0
2.6576052,-2.4914503,0.12312218,2.9485412,3.4577928,0.4838706,-1.7277673,0.25625253,0.562386,-0.9439854,-0.8903159,-0.6831263,-0.18108636,-0.8342881,1.3744755,-0.263907,1.6837596,-1.7398716,0
1.7761072,0.53686756,-1.848832,-4.067075,0.47480193,0.57768345,-1.5453513,-0.52352375,6.5778975,-2.761951,0.41553727,-2.2759511,-0.9163703,-1.6703746,3.9625163,-2.2631214,2.0172844,-0.13877492,0
1.9902585,-0.435089,3.0172,0.3704768,2.2502162,0.7903487,-3.1873026,2.351289,8.980297,-4.4880805,0.77779466,-0.6590204,-0.5687941,-3.3788981,1.8982431,1.7925913,0.4304996,1.5992253,0
1.9285129,2.4386482,3.1630235,-3.0931368,0.054138556,-0.7087444,-0.966925,0.23255454,8.893886,-3.782613,-1.7806027,0.5699034,0.48709378,-2.7983882,-1.4132755,-1.4858073,2.7472527,0.9627433,0
4.4072614,1.4962916,-2.3237357,-5.9830127,-2.473718,0.52883947,-3.0731711,0.09634443,3.1485543,0.3726242,2.259111,0.84927136,-0.86984986,-0.20260979,1.6163459,-4.474979,0.05004039,-1.4064252,1
1.4794283,-3.239398,-1.4202619,4.2308593,3.0987475,5.5333376,0.89093715,-0.3159543,-0.27996635,-0.95649153,1.0106878,-0.16455713,0.8832837,-1.9721571,-3.6270988,-2.1616275,-0.5476595,-2.982598,0
0.92810565,-0.7322868,5.0396714,7.3389387,0.6134249,-1.8279908,0.6215419,2.1661248,1.3970776,-3.341974,-2.3776016,-0.7090183,-0.53948253,0.34123108,0.14561668,3.2173924,1.5421113,0.64719635,0
1.6930944,0.23244041,-5.694649,-8.603747,1.6528704,-0.0497949,-0.34911495,-0.87080026,2.3126392,-0.26616925,0.6911149,0.31776744,1.3741343,-1.3198661,1.041344,-5.724674,2.6940794,-0.26284188,0
0.6757658,0.319386,-6.0728784,-2.5959628,-1.3110595,2.3621843,2.849175,0.63729995,-10.129832,5.8504243,2.2527747,-1.8036371,-0.48070797,2.266965,-0.72624254,-3.3847795,-1.3732963,-4.4414587,0
-2.881624,-2.9258032,4.753493,2.713799,-1.4021621,5.203583,0.19752572,1.870914,-1.9151406,0.40690088,1.674714,0.50100255,-1.478907,-2.9016197,-3.1912286,2.7666087,0.9168241,-2.8103502,1
-4.291958,-1.6785392,5.575304,1.1274368,2.2562058,2.905925,-0.3138602,-0.63522685,-1.4305009,1.778619,-1.8954525,-1.4853977,-0.73986006,-3.5497913,-4.6859264,2.4295247,1.9386698,-2.8886778,1
1.1299268,-0.42073172,1.4798441,0.93179685,1.186062,2.3088534,0.46001998,-0.099289596,2.6617763,-1.1106538,-0.7682283,-0.5132928,-0.095581554,-2.4694235,-2.0093832,0.22416468,1.6106467,-1.1456025,0
4.248815,2.0370762,1.6572518,-10.440863,1.9186333,0.07735826,-1.9476997,-0.919708,0.63025177,-0.64072466,3.7955387,0.34151122,-0.62398446,-2.832626,-1.6550087,-4.395639,4.0444613,-2.5694768,0
2.9332714,-0.5082994,7.099644,11.937754,1.8297288,-1.3213235,0.80336726,-0.03231498,2.7005842,-2.8647482,-4.6148424,-1.4066602,1.0773013,-1.3028657,-1.594387,5.4838753,0.8677123,-0.5704468,0
-2.0107698,1.7945906,0.060213737,-1.8712091,-3.86235,1.3336332,2.0392482,-0.7775872,0.3810189,0.6613871,-0.3610691,-0.45746943,-1.6344817,-0.8976894,-0.30875143,-1.2510602,0.18118072,-2.413486,0
-0.08279865,-1.8850578,-1.9438066,-6.2857947,-1.298571,1.382574,-3.4365304,0.37808132,1.298308,1.9430085,1.2994338,-0.55872333,0.7663162,-0.6936211,0.8591558,-0.63542193,2.0386882,1.6905358,1
5.6293454,0.13129133,-1.39633,3.7023945,3.5583568,-1.6912743,0.38407987,-1.1312366,2.2862313,-0.62873656,-2.2782848,0.2474953,1.3764274,-2.1093774,-0.8059618,0.1274759,-0.6146142,-0.6229612,0
-0.14297315,-3.1459584,-2.5487056,-0.41165203,1.9911116,0.34756798,-0.39187753,-0.5694062,-2.7910604,0.11253639,2.0270977,-1.0653403,-0.60144264,-0.20284876,2.0251143,0.5769604,0.5657509,0.5978481,0
-1.7314544,-2.704349,5.573809,2.681754,3.749536,3.0313997,-1.725947,-0.7468129,7.9476604,-4.731953,-1.4860297,1.63037,-0.44047567,-4.0363483,1.1683015,4.698114,4.3412995,1.4647235,0
3.5380218,1.7761797,-2.8954968,-4.864731,2.9914355,0.12471803,1.4440984,1.3678827,4.980092,-0.49032325,-2.0818634,0.49275157,-0.69755644,-3.8797655,-3.2112653,-3.0418315,2.2884564,-0.080265686,0
-4.1742125,0.7038997,-4.84563,-7.832286,-1.2938749,1.3976592,1.6665841,-0.3501979,5.48623,-0.56122303,-0.1338262,0.29543108,-0.41500264,-4.876823,2.7432847,-2.7500882,0.6797804,-1.3627948,0
1.6114446,-0.9786563,-0.4484379,0.30090895,-0.21361898,-0.4651067,-1.1834451,-0.7136928,0.39586288,-1.980001,2.5149188,-1.5289811,1.4697465,0.7772512,3.3410606,0.11842416,-0.15136217,0.6695704,0
0.23261963,1.0267613,0.5970454,1.8156933,0.8414642,-1.1216971,0.9676765,-1.5870526,-3.269892,0.69643354,1.5169933,-0.39404967,0.3948156,1.5659046,-0.4590091,2.4701142,-2.4547193,1.5054952,0
-0.14013307,-0.55257714,-5.2512236,-7.2156487,2.6278653,0.2009678,-3.9130785,-0.049483474,4.0488997,2.499535,-0.0528332,-1.0297132,0.33946222,0.3240735,3.0671,1.3222457,0.45823625,5.652894,1
-1.9075394,4.3625174,1.8425045,-11.447658,2.3280385,-5.87912,-3.3211763,0.920347,3.797776,0.7594537,-2.3914237,-0.21613158,-0.06897932,-0.9258242,1.851135,-2.310089,3.258841,1.0256084,1
1.1596462,-4.2996182,-0.89382637,9.313743,1.2804735,1.7790649,2.8825986,-0.90795046,-10.791297,2.6411092,0.16602889,-1.3892262,0.3039901,1.9364661,-2.4237018,1.5340143,-0.79936594,-3.20297,0
-3.3851972,-1.093835,6.234558,-1.1561393,3.498843,2.7068014,-4.458355,0.5434471,4.0787096,-3.2318547,1.8857625,0.069557615,0.7080495,0.63679355,0.91197467,2.0843887,2.1138873,2.2372127,1
0.4699974,-2.510369,-3.9321265,3.3700125,-0.7416655,0.9787723,3.116884,-0.3857082,-10.53327,3.4742846,1.1535743,1.9989069,1.4916701,2.67786,1.168746,-0.042261716,0.053205684,-3.0795097,0
-7.4678516,4.166087,-6.3298283,-8.168831,-2.4246852,3.4192917,3.8079093,0.16641103,-4.3453083,3.979993,1.6469077,-0.5070411,-0.18064572,3.7554557,1.2007684,-4.477656,-2.2471502,-1.5995399,0
-1.8878732,-2.3129363,-0.13243464,5.7161584,-0.856646,1.9004872,5.196388,-0.2061996,-8.361197,1.3824067,-0.09893995,1.8000327,1.7172507,1.7356088,-1.9069188,1.3129461,0.4250683,-1.6941293,0
3.000939,-2.1258268,-0.13243464,2.8215072,1.1274718,2.207594,-0.80168265,-0.13903292,-3.4788034,0.57606965,1.4875506,1.5874113,-0.018097093,0.9587492,1.352273,-1.3140472,0.46778625,-3.4608395,0
-1.107202,3.6443558,-0.13243464,-3.4295485,-2.6739264,2.0242646,2.2486942,-0.56206334,3.1822088,1.3089442,-0.5627885,-1.0563792,-1.335056,-0.873189,1.6907812,-1.0596611,-1.4953978,-1.3793013,0
2.5254533,-1.6237967,-0.13243464,10.851231,1.624799,5.9449654,0.49972892,-0.49626943,3.1802318,-2.987734,-0.34627676,1.4144753,1.5469255,-2.4213195,-2.8858287,4.065087,-0.26046047,-2.9274185,0
1.3754746,0.50124913,-0.13243464,-6.09145,2.496422,0.6273762,-3.2233038,0.27823463,4.9750967,-2.2410846,4.231285,1.266319,-1.1639851,-2.3097804,0.38584927,-0.2157277,-0.6811332,2.722121,0
1.4998465,-1.1216184,-0.13243464,-6.98382,1.5804615,-1.1976806,-3.977495,1.107757,2.8520844,-1.3631047,2.3279402,-0.5899249,0.17598814,-0.4478507,5.12567,-2.5194993,2.474169,0.83192873,0
-3.8859105,1.4283206,-0.13243464,-5.821112,-0.9443764,0.7637199,2.7193754,-1.8869127,-4.971743,2.3541296,2.0796955,0.07134661,-0.81533694,0.6250544,-0.5608797,-2.7028265,-0.61374927,-1.5390215,0
2.571757,-0.5156811,-0.13243464,5.0341773,0.64973956,1.6375811,1.7823646,1.4424376,-2.4899752,0.1926365,-1.6433332,-1.0008005,-0.8656334,0.03503181,-3.1284986,-0.18134567,1.5829031,-3.0970285,0
0.6976434,2.152171,-0.13243464,0.47929406,-0.65884584,1.7757847,1.4141139,2.0115383,7.991475,-3.4786808,-0.8369864,-0.2727856,-1.5831772,-3.6634815,-0.9037104,3.149908,1.3014693,1.3617768,0
-2.879617,0.46451378,-0.13243464,-7.313164,-1.0625448,-1.4080182,1.6297063,-0.7036511,-5.4905295,3.0558217,4.5528946,-0.8698042,0.57906014,0.9788193,-0.9204372,1.7096198,-2.439966,5.134496,1
-1.5619165,-0.7165935,-0.13243464,6.747363,1.3719127,3.9550018,3.6235714,0.30841652,4.704763,-3.3110025,-2.8693502,-0.19568904,0.12996379,-3.6723902,-4.141291,3.8962183,1.6677608,-0.07398061,0
1.4756404,0.011022548,-3.4832227,-6.2824235,1.8876257,1.0036794,0.08458756,0.2080009,3.201015,-1.0695815,0.88594544,-0.6279618,-0.08758928,-2.2693055,-1.4470433,-4.025901,1.8934457,0.49648526,0
4.0416884,-0.16407825,0.0090465145,0.39813194,3.8185115,-2.8714137,-0.744848,-1.544087,2.7714045,-1.1000751,-3.62962,-0.09645708,0.007569745,-1.5726619,-0.58751184,-1.2797735,3.069726,-0.22039637,0
6.0173483,-2.028588,5.9249325,11.30545,3.964569,-5.0153675,-1.1649829,-1.0561227,-6.7305884,0.6732832,-2.2281337,1.208673,-0.69858617,0.8106422,1.1968304,5.7424207,0.66461843,-2.5416167,0
-4.022986,1.3225834,-6.4301953,-3.1544068,-1.5309027,2.6155899,1.9930367,-0.28044888,2.7619858,1.4060155,0.1879785,0.737774,1.993186,-0.48227212,2.6999712,-0.65013486,-3.2383955,0.83255285,0
0.6132167,-0.8650038,-1.4030207,0.06373586,1.4145528,0.75743484,1.022367,1.3383656,0.466772,0.16067156,0.12720768,1.7351594,1.6152898,-2.3379319,-0.7918262,1.0347611,-0.15019101,0.16927381,0
3.0222301,-2.5030456,1.8690459,9.187764,4.282283,1.5525097,0.903074,-0.32650095,1.0419168,-1.4819016,-2.804291,0.3358489,-0.889848,-2.1159608,-1.5376385,2.8111863,0.50713676,-1.6886765,0
1.1513745,0.22254638,2.6634367,-2.7073615,-0.6894595,-0.6684982,-2.539121,-1.5091559,1.8446914,-3.3820698,2.7804391,0.44757125,-0.54102224,1.9066957,0.682762,-2.4000947,1.669222,1.3937483,1
0.25445953,-0.6606023,-3.7933993,-6.2951913,-0.009754731,2.0490875,-0.6801312,-1.8967037,-0.6388795,1.2872975,2.213763,1.259844,0.3247949,-1.0176872,1.8001609,-3.0232928,1.5758914,-1.759863,0
0.6051108,4.349828,-1.0485121,-6.0928597,1.0353184,0.7645414,0.58526886,0.38931298,-0.34577975,1.6524338,1.1263889,-0.27167374,0.26079488,1.2510855,-0.4261436,-2.0240276,0.01627576,-0.6009319,0
-1.8365365,-4.553569,-5.066382,-0.9343436,-3.9710798,0.19338726,-0.036247376,-1.0827436,-2.9870937,5.6958723,-0.42399085,-0.74959266,0.19908234,-4.735636,0.56166375,3.5905497,-1.7496628,-0.064972006,1
-1.6122999,1.1106809,1.4257058,-1.8067319,-3.3318422,-0.5111111,-0.22285897,0.34235415,-0.44125283,2.080889,-1.3830891,1.7073054,-1.0521104,-1.2294832,1.1984143,0.063122496,0.8005945,-3.044512,1
1.2873422,-0.84229696,8.280847,-2.938477,-0.11028732,-2.0640862,-3.7384324,-0.21871439,-3.4648516,-3.7238917,4.5324774,0.44355315,-0.6683267,2.755985,-3.4935434,-3.4759016,3.7094789,0.16207,1
-0.7004288,0.99844545,-3.0081525,-5.125097,0.93412524,1.6451086,0.4349599,0.48118436,0.39376876,1.117863,1.1057963,0.6965451,0.096129194,-1.4901378,2.7315257,-1.3815994,0.76319706,-2.1159317,0
0.053069144,-0.18443166,-2.0813248,0.035596266,-0.9105179,2.51059,2.5690992,-2.1979673,1.0587727,-1.6657593,1.5136657,0.32887423,-0.3119966,-0.6646349,0.87671435,-0.10444065,0.36590663,0.016800113,0
2.0166714,-0.3632962,-0.3843028,-0.07209573,1.0756235,-0.45327026,-0.4279246,1.087497,-0.29618195,0.87507963,-0.26789728,1.2370754,-0.20727818,-1.9612553,0.6349772,0.27761158,0.29404342,-1.8725296,0
2.2751372,-2.8228946,0.8785924,8.531688,0.40559044,3.7048256,1.1900098,-1.4409628,-4.6037207,0.48327738,1.3963294,0.85162985,0.35466802,0.28948447,-1.7595234,1.5675837,-1.8871411,-3.200319,0
1.8407065,-0.2556164,-0.486431,0.70220643,-1.0379175,1.1603984,0.089004286,0.47504574,-0.55432904,-0.22830029,1.1180964,-0.5664182,-0.0643468,0.014173659,0.43080443,-1.2196293,-0.08721032,-1.8406177,0
2.9401302,-1.6909183,-2.2390482,1.2412099,4.080395,0.019234693,-0.029213108,0.2582157,1.6069161,-1.3092408,-1.4334776,1.0276477,-0.2874927,-1.5683844,-1.0287758,-2.3799248,1.2249373,-0.805651,0
-0.88158196,-3.3329864,0.54450154,2.0658283,-2.717838,1.9750514,1.5483756,0.43737158,-3.4765148,2.8808913,0.06789515,0.56697375,0.690218,-4.9563966,-2.636562,2.7930052,0.003949731,-3.1653218,1
2.1002517,3.0348516,-1.5935084,-2.610856,-1.1036167,2.894306,-0.36848426,2.036987,-0.306595,1.8299936,2.7772276,-0.50996023,-0.38132778,2.2540708,1.4852104,-0.11317753,-1.7871907,-0.31855527,0
-1.1176018,0.49238408,2.6117995,5.342763,-3.3888454,0.49075994,3.6980577,0.42192343,-3.9724307,0.27829263,-1.3462486,0.21253578,-1.7804976,1.5278907,0.26860133,2.6446717,1.1447893,-2.0641992,0
-8.995936e-05,3.216242,0.46572784,-7.973889,3.4823642,0.44276488,-0.22461611,-1.5181284,-0.41360635,0.53478545,1.0871904,0.23356761,0.51917726,-0.09389441,1.3006883,-2.2392306,3.383821,-2.0753984,0
0.5450332,-2.2745957,-2.171913,3.2919974,-4.5688295,2.0606902,-0.20043051,-1.6231519,7.176647,-0.8256415,-2.1871614,0.6237927,1.3564997,-5.160679,2.7902074,0.96726596,-0.9935089,-2.1303718,0
-0.99400944,1.1237991,3.9636767,7.8853264,-1.4659837,2.110861,5.086959,1.4649124,2.5247521,-2.828054,-3.5719316,-1.2100072,0.32134384,-1.2337424,-2.8771045,2.7507915,1.1140416,-1.2380824,0
0.089367494,2.921733,1.3981076,-3.8290422,-0.20682214,-0.692425,2.027547,1.0297709,-5.8292475,2.2147508,1.4708438,1.0105422,0.69008017,0.7406996,-1.590228,-1.2063717,0.98940635,-2.9504945,0
0.98308945,-3.6091003,-0.52458155,6.0423017,3.3471484,-0.34428158,1.4140539,-0.49227834,-4.817464,0.115186386,-0.77978516,-0.5919207,-0.24926822,0.16180605,-1.5195292,1.5396035,0.36059955,-0.23383133,0
3.0856535,-0.71009594,0.43813893,3.2453792,2.3151538,3.327515,0.9970353,-0.53378165,0.9057666,0.18646754,-1.015933,0.8550226,0.18395595,-2.7919035,-4.0857773,-0.60494053,0.1858046,-2.9370322,0
-3.2979884,-0.6996336,3.193447,-1.6400226,-2.462364,0.3266007,-1.695508,-0.41135138,-3.3609805,3.8815258,-0.5525604,1.9611362,0.99399275,-1.3511817,0.16280347,2.2006204,0.8773986,-2.8013258,1
-3.6380594,-3.8981214,-3.9638672,-9.720896,0.2340821,-3.0094538,0.104032815,0.19217885,-7.9395924,1.807075,-0.100879125,0.1116912,-0.95657426,5.176978,-3.1342785,-4.358088,7.855637,6.244596,1
-0.45093817,0.48622894,-0.5788136,5.9506044,-2.130407,-0.9618342,2.3208263,-2.2290945,-1.1592906,1.6071788,-3.2056897,0.3830368,-0.38977677,-0.7237679,3.0285568,2.5795083,-1.6891258,-3.2797022,0
1.0666423,1.2130061,2.1760979,-2.4755502,-0.47133812,-1.3067218,-0.9793811,0.22306213,3.3767872,-1.4843069,-0.6841644,-1.7276356,-0.27897012,-1.2144718,-0.12541504,-0.7041028,2.0296266,0.17325507,0
-1.835785,2.1835911,-4.442761,-11.38833,0.4204795,2.222073,-0.3123138,-0.63426834,6.0244446,-0.9867093,3.4711509,0.47704613,1.0993745,-3.1471043,1.4081671,-3.12974,-0.27243656,1.5386297,0
4.1883783,-2.9536564,4.953862,10.319166,3.0969343,-0.35990295,-2.5630147,-0.5715602,-0.88484395,-1.295289,-0.75170213,-0.6843477,0.20433813,-0.09120654,1.6167796,4.7895527,-0.23283313,-1.4954525,0
0.02128119,-1.3707035,4.233471,4.563572,1.5949373,-1.2419646,-0.8701036,-0.7366359,1.5044621,-0.85371464,-2.3173018,0.4600419,0.45853275,-1.8922154,1.7600353,5.351434,1.7043515,0.2710243,0
0.3575051,2.5438976,-0.094349384,-4.7715416,0.03419728,-1.5652783,0.6650243,0.92697453,0.2825005,-0.30830836,1.7672728,1.7946342,-0.08343952,-0.98252314,-1.5051647,-1.7679372,-0.8770004,0.28921992,0
-1.6880755,2.1480255,-7.8196573,-5.7444177,0.40932718,3.4920456,1.1185756,-1.0528454,-0.39304632,2.82292,2.5291936,2.888528,-0.12594526,1.7427261,2.8709874,-2.1857393,-3.1626701,0.4082604,0
1.1892645,-0.41867998,3.0946074,-1.4054481,3.7768006,-2.9363627,-2.726864,0.41873643,6.9186015,-2.853041,-3.0380275,-0.40007094,-1.7739439,-3.2646573,0.33049175,1.1334784,3.413214,2.058148,0
0.9359786,-0.57870674,0.7984174,3.017845,0.97578365,-0.19234881,1.831182,0.05211798,-1.1469362,-0.14997727,-1.8421733,0.027986709,-0.44711998,-0.7821952,-2.2571666,0.47989613,1.1282165,-0.84633744,0
-1.0049896,1.7016568,-2.171663,-3.057924,1.4605023,-0.07100811,-0.7705976,1.9328523,2.0846293,-0.46337235,0.9864805,1.1651171,-0.66710925,1.1708593,1.5965905,-1.5668634,-1.7349721,1.406196,0
1.3210183,-1.9675554,-2.0449123,9.878733,0.6272436,4.5862827,5.949075,0.119311385,-4.727333,0.25582093,-0.23752713,0.68893194,2.9458058,-0.31535614,-3.756367,1.4756826,-2.14389,-2.7101316,0
0.870439,-1.9756244,2.8716385,0.69452035,0.5280661,3.807646,-3.8233733,0.74201363,3.7456079,-1.9442266,3.3265724,-0.35080904,0.62219405,-1.9097964,3.94888,2.5819323,0.33258268,-1.1300607,0
-2.3656664,-1.7817806,1.963136,-0.6971668,0.07528361,2.5680387,-1.0553705,1.3582201,-2.0834746,1.3473727,1.6240258,-1.2969627,-0.66532534,-0.63549745,-2.9064324,1.1770962,-0.06933539,0.23019543,1
0.2448658,2.8681061,2.189601,-3.8346972,2.4797275,-1.9360713,-2.5166073,-0.28885552,-0.8660355,0.7546421,0.016454782,0.38989085,-1.381623,1.6250162,1.0674888,-2.6434236,0.52965665,-2.2616858,1
-3.9851036,0.033036973,-9.163715,-1.7643017,-4.579503,4.047716,3.9459364,-0.07521071,-0.7905939,3.7475502,-0.05944513,1.3371905,0.21231136,-1.34746,3.8422022,-1.379389,-3.3508956,-3.0510776,0
1.0630932,-5.2398458,4.931923,5.2730966,4.3868876,3.4398344,-4.223151,-0.11948223,-0.30424327,-1.5263497,1.9896649,-0.021917075,0.76567817,-1.699227,-0.70368105,2.9749525,1.082363,-1.0557173,0
-0.43522102,4.3583007,0.26111513,-2.3178174,-2.3876045,1.5360103,2.6383295,-1.5722888,-0.061802235,1.796482,-0.044902466,-3.0424676,-0.05039176,0.087237656,0.2939004,0.9178614,-0.4045235,-1.7084762,0
3.491335,0.16530032,1.4852611,3.6841698,0.18234667,2.4639733,-0.29852593,1.5158769,2.5474722,-1.7263339,0.6517606,-1.5498749,-0.4760655,-0.8955092,1.019511,0.55864906,-0.15205467,-2.267764,0
0.39181152,4.8476996,-0.5202381,-7.4503407,1.1921824,1.7408843,0.5312935,0.54621726,-0.023536688,0.5438731,4.3627133,-1.1446269,1.2638403,1.2047803,1.2269195,-0.12974599,-0.82816136,0.7473621,0
0.62978303,3.1674304,-2.0770655,-4.8124638,-2.7420835,2.9426968,1.9481534,-1.5148768,-0.299428,1.5549124,3.4893582,0.20972496,0.32068643,-0.50031495,0.6291758,0.075738624,-1.4470445,-0.8416281,0
1.0540717,2.0480475,5.093824,3.2775993,-0.10076538,2.4657977,2.0544977,-1.1249942,5.722437,-1.4027758,-3.2943442,1.4236867,-1.2745233,-4.074898,-3.276629,3.4001725,1.9122066,-1.4080725,0
-1.3856515,1.1320815,-4.785522,-7.909719,2.7900455,0.66976297,0.89843345,-2.1064034,0.4405655,0.7444069,2.3140106,-0.24861212,0.4264781,-2.2245615,1.6986156,-2.0475795,-0.18559693,-0.19844334,0
-0.5340009,1.9685702,0.41689035,-2.4564602,0.8689732,0.37105346,-0.19815531,0.60071415,-2.3220143,0.8386717,2.1691864,0.81283724,-0.5373611,2.4978087,0.0031357452,0.059157126,-0.8236357,0.93629724,0
-0.4784323,0.87002265,-2.6086786,-3.2144973,1.5183371,1.7037804,-1.8863385,-0.29432455,9.137132,-2.479522,0.536451,-0.5379106,0.41778782,-2.1225123,3.8665607,0.21194094,-1.1852636,2.4621177,0
-0.2575758,-2.8171115,2.8228762,8.926208,0.14495352,2.912479,1.6016605,-0.62644184,-3.5926766,-1.1085906,0.66865677,-0.016561558,-0.30331773,0.73255223,-0.39988005,3.0817113,-0.5040216,-1.9565587,0
3.2152536,-2.2015765,3.0527697,13.585848,1.9823354,4.609729,3.643838,-1.1488775,-3.6325703,-0.12083439,-2.134399,-0.5031041,-0.8655797,-0.53866816,-4.319043,3.0944753,-0.5220371,-4.4163184,0
2.5317667,-2.8037887,-5.5718656,-0.28209138,4.4932027,1.3682805,1.6319717,-1.2869118,-3.612987,1.4390348,0.38344255,-2.0735352,1.0551372,-1.4879359,-3.343669,-3.0606666,0.10055694,-1.0510132,0
